#num_of_iter: 500
#num_of_exper: 1
#rows: 51
#columns: 51
#p_init_C: 0.5
#p_state_mut: 0.00
#p_strat_mut: 0.00
#p_0_neighb: 0.30
#p_1_neighb: 0.10
#prob_fix_strat: 0.00
#comp_type: loc_tourn
#p_strat_mut_type: default
#strat_mut_val: n
#sharing: n
#allC: 0.2
#allD: 0.2
#kD: 0.2
#kC: 0.2
#kDC: 0.2
#k: range
#k_values: 0 to 8
#synchronity_prob: 1.00
#optimal_num_of_1s: 676
#playerC_opponentD_payoff: 1.0
#playerC_opponentC_payoff: -1.0
#playerD_opponentD_rew: 1.0
#playerD_opponentD_pen: -1.0
#playerD_opponentC_rew: 1.0
#playerD_opponentC_pen: -1.0
#debug: n
# 


#Experiment 1 

#seed: 944504714
#iter           f_C      f_C_corr        av_sum        f_allC        f_allD          f_kD          f_kC         f_kDC    f_strat_ch          f_0D          f_1D          f_2D          f_3D          f_4D          f_5D          f_6D          f_7D          f_8D          f_0C          f_1C          f_2C          f_3C          f_4C          f_5C          f_6C          f_7C          f_8C         f_0DC         f_1DC         f_2DC         f_3DC         f_4DC         f_5DC         f_6DC         f_7DC         f_8DC  
 58          0.2218        0.1923       -0.0202           0.0        0.3057        0.0657        0.1722        0.4564        0.7766        0.3041        0.3333        0.3626           0.0           0.0           0.0           0.0           0.0           0.0        0.9844           0.0           0.0           0.0           0.0           0.0        0.0156           0.0           0.0           0.0        0.0101           0.0           0.0           0.0           0.0        0.0084        0.8972        0.0842  
 59          0.2115        0.2012       -0.0351           0.0        0.3014        0.0565        0.1676        0.4744        0.7774        0.3401        0.3673        0.2925           0.0           0.0           0.0           0.0           0.0           0.0        0.9839           0.0           0.0           0.0           0.0           0.0        0.0161           0.0           0.0           0.0        0.0154           0.0           0.0           0.0           0.0        0.0049        0.9092        0.0705  
 60          0.2288        0.1938       -0.0149           0.0        0.2872        0.0592        0.1772        0.4764        0.7816        0.3442        0.3831        0.2727           0.0           0.0           0.0           0.0           0.0           0.0        0.9805           0.0           0.0           0.0           0.0           0.0        0.0195           0.0           0.0           0.0        0.0169           0.0           0.0           0.0           0.0        0.0056        0.9096        0.0678  
 61          0.2184        0.1834       -0.0278           0.0        0.2868        0.0631        0.1761         0.474        0.7847        0.3598        0.4085        0.2317           0.0           0.0           0.0           0.0           0.0           0.0        0.9585           0.0           0.0           0.0           0.0           0.0        0.0415           0.0           0.0           0.0        0.0081           0.0           0.0           0.0           0.0        0.0008        0.9359        0.0552  
 62          0.2272        0.2056       -0.0217           0.0        0.2818        0.0569        0.1815        0.4798        0.7778        0.3716        0.3919        0.2365           0.0           0.0           0.0           0.0           0.0           0.0         0.964           0.0           0.0           0.0           0.0           0.0         0.036           0.0           0.0           0.0        0.0056           0.0           0.0           0.0           0.0           0.0        0.9431        0.0513  
 63           0.218        0.2101       -0.0107           0.0        0.2784        0.0507        0.1734        0.4975         0.782        0.4394        0.3864        0.1742           0.0           0.0           0.0           0.0           0.0           0.0          0.98           0.0           0.0           0.0           0.0           0.0          0.02           0.0           0.0           0.0        0.0085           0.0           0.0           0.0           0.0           0.0        0.9498        0.0417  
 64          0.2345        0.2145        0.0092           0.0        0.2661        0.0596        0.1792        0.4952        0.7928        0.4129        0.3355        0.2516           0.0           0.0           0.0           0.0           0.0           0.0        0.9871           0.0           0.0           0.0           0.0           0.0        0.0129           0.0           0.0           0.0        0.0186           0.0           0.0           0.0           0.0           0.0        0.9511        0.0303  
 65          0.2176        0.2219       -0.0029           0.0        0.2557        0.0631        0.1722         0.509        0.7947        0.4085        0.3049        0.2866           0.0           0.0           0.0           0.0           0.0           0.0        0.9933           0.0           0.0           0.0           0.0           0.0        0.0067           0.0           0.0           0.0        0.0181           0.0           0.0           0.0           0.0           0.0        0.9509         0.031  
 66          0.2272         0.213       -0.0066           0.0        0.2553        0.0515        0.1807        0.5125        0.7901        0.4627         0.306        0.2313           0.0           0.0           0.0           0.0           0.0           0.0        0.9957           0.0           0.0           0.0           0.0           0.0        0.0043           0.0           0.0           0.0        0.0135           0.0           0.0           0.0           0.0           0.0        0.9557        0.0308  
 67          0.2188        0.2219        0.0059           0.0        0.2564        0.0481        0.1749        0.5206        0.7812         0.592          0.24         0.168           0.0           0.0           0.0           0.0           0.0           0.0        0.9912           0.0           0.0           0.0           0.0           0.0        0.0088           0.0           0.0           0.0        0.0111           0.0           0.0           0.0           0.0           0.0        0.9564        0.0325  
 68           0.233        0.2219        0.0247           0.0        0.2514        0.0515        0.1799        0.5171        0.7893        0.6119         0.194         0.194           0.0           0.0           0.0           0.0           0.0           0.0        0.9957           0.0           0.0           0.0           0.0           0.0        0.0043           0.0           0.0           0.0         0.003           0.0           0.0           0.0           0.0           0.0        0.9725        0.0245  
 69          0.2141        0.2278        0.0018           0.0        0.2434        0.0519        0.1749        0.5298        0.7728        0.6296        0.1778        0.1926           0.0           0.0           0.0           0.0           0.0           0.0        0.9956           0.0           0.0           0.0           0.0           0.0        0.0044           0.0           0.0           0.0        0.0022           0.0           0.0           0.0           0.0           0.0        0.9768         0.021  
 70          0.2434        0.2175        0.0173           0.0        0.2449          0.05        0.1815        0.5236        0.7843        0.6538        0.1846        0.1615           0.0           0.0           0.0           0.0           0.0           0.0        0.9915           0.0           0.0           0.0           0.0           0.0        0.0085           0.0           0.0           0.0        0.0051           0.0           0.0           0.0           0.0           0.0        0.9677        0.0272  
 71          0.2172        0.2249       -0.0254           0.0        0.2403        0.0434        0.1738        0.5425        0.7801        0.7611        0.0973        0.1416           0.0           0.0           0.0           0.0           0.0           0.0        0.9912           0.0           0.0           0.0           0.0           0.0        0.0088           0.0           0.0           0.0        0.0064           0.0           0.0           0.0           0.0           0.0        0.9681        0.0255  
 72          0.2411        0.2249        0.0281           0.0        0.2276        0.0419        0.1772        0.5532        0.7878        0.8349        0.0826        0.0826           0.0           0.0           0.0           0.0           0.0           0.0        0.9978           0.0           0.0           0.0           0.0           0.0        0.0022           0.0           0.0           0.0        0.0056           0.0           0.0           0.0           0.0           0.0        0.9646        0.0299  
 73          0.2218        0.2293       -0.0187           0.0        0.2311        0.0365         0.173        0.5594        0.7743        0.8947           0.0        0.1053           0.0           0.0           0.0           0.0           0.0           0.0        0.9978           0.0           0.0           0.0           0.0           0.0        0.0022           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9732        0.0234  
 74          0.2391        0.2308        0.0253           0.0        0.2284        0.0392        0.1792        0.5532        0.7885        0.8725           0.0        0.1275           0.0           0.0           0.0           0.0           0.0           0.0        0.9914           0.0           0.0           0.0           0.0           0.0        0.0086           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9701        0.0264  
 75          0.2211        0.2308        0.0059           0.0        0.2318        0.0365        0.1742        0.5575        0.7797        0.9684           0.0        0.0316           0.0           0.0           0.0           0.0           0.0           0.0        0.9845           0.0           0.0           0.0           0.0           0.0        0.0155           0.0           0.0           0.0        0.0028           0.0           0.0           0.0           0.0           0.0        0.9772          0.02  
 76          0.2434        0.2337       -0.0006           0.0        0.2384        0.0342        0.1795        0.5479         0.792           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9872           0.0           0.0           0.0           0.0           0.0        0.0128           0.0           0.0           0.0        0.0021           0.0           0.0           0.0           0.0           0.0        0.9804        0.0175  
 77          0.2191        0.2367        0.0175           0.0        0.2295        0.0358        0.1742        0.5606        0.7839           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0         0.989           0.0           0.0           0.0           0.0           0.0         0.011           0.0           0.0           0.0        0.0034           0.0           0.0           0.0           0.0           0.0        0.9815        0.0151  
 78          0.2449        0.2278        0.0067           0.0        0.2295        0.0334        0.1803        0.5567        0.7843           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9872           0.0           0.0           0.0           0.0           0.0        0.0128           0.0           0.0           0.0        0.0035           0.0           0.0           0.0           0.0           0.0        0.9862        0.0104  
 79          0.2257        0.2441        0.0235           0.0        0.2218        0.0285        0.1745        0.5752         0.772           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9956           0.0           0.0           0.0           0.0           0.0        0.0044           0.0           0.0           0.0        0.0053           0.0           0.0           0.0           0.0           0.0        0.9846          0.01  
 80          0.2422        0.2441        0.0086           0.0         0.218        0.0311        0.1765        0.5744        0.7843           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9978           0.0           0.0           0.0           0.0           0.0        0.0022           0.0           0.0           0.0         0.006           0.0           0.0           0.0           0.0           0.0        0.9873        0.0067  
 81          0.2357        0.2396        0.0189           0.0        0.2191        0.0281        0.1711        0.5817        0.7586           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9933           0.0           0.0           0.0           0.0           0.0        0.0067           0.0           0.0           0.0        0.0053           0.0           0.0           0.0           0.0           0.0        0.9894        0.0053  
 82          0.2399        0.2396        0.0035           0.0        0.2161        0.0281        0.1776        0.5782         0.787           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9913           0.0           0.0           0.0           0.0           0.0        0.0087           0.0           0.0           0.0        0.0033           0.0           0.0           0.0           0.0           0.0        0.9887         0.008  
 83          0.2338        0.2411          0.03           0.0         0.213        0.0258        0.1703        0.5909        0.7593           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9955           0.0           0.0           0.0           0.0           0.0        0.0045           0.0           0.0           0.0        0.0026           0.0           0.0           0.0           0.0           0.0        0.9876        0.0098  
 84           0.238        0.2426        0.0226           0.0        0.1999        0.0261        0.1753        0.5986        0.8001           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9978           0.0           0.0           0.0           0.0           0.0        0.0022           0.0           0.0           0.0        0.0051           0.0           0.0           0.0           0.0           0.0         0.982        0.0128  
 85          0.2361        0.2411        0.0324           0.0        0.1984        0.0238         0.173        0.6048         0.777           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9933           0.0           0.0           0.0           0.0           0.0        0.0067           0.0           0.0           0.0        0.0038           0.0           0.0           0.0           0.0           0.0        0.9854        0.0108  
 86          0.2461        0.2411        0.0025           0.0        0.2026        0.0269        0.1776        0.5928        0.7889           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9913           0.0           0.0           0.0           0.0           0.0        0.0087           0.0           0.0           0.0        0.0026           0.0           0.0           0.0           0.0           0.0        0.9857        0.0117  
 87          0.2353        0.2574        0.0512           0.0        0.1857        0.0285        0.1707        0.6151        0.7797           1.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0           0.0        0.9955           0.0           0.0           0.0           0.0           0.0        0.0045           0.0           0.0           0.0        0.0063           0.0           0.0           0.0           0.0           0.0        0.9812        0.0125  
